id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
147339,1728,Mega Man Anniversary Collection,NULL,2004-06-23 00:00:00.000,3,NULL,83.5000,3,82.9886,12
80056,1769,Mega Man Battle Network 4.5: Real Operation,NULL,2004-08-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159206,1761,Mega Man Battle Network 5: Team Protoman,NULL,2004-12-09 00:00:00.000,NULL,NULL,NULL,NULL,74.7030,12
16286,1751,Mega Man X: Command Mission,"Prologue
In the year 22XX AD, a mysterious mineral known as Force Metal was extracted from the fragments of a meteor that landed in the Pacific Ocean. Technology based on the metal revolutionized the field of Reploid engineering. The Federation built Giga City, an artificial island, near the meteor site for the explicit purpose of mining and smelting Force Metal.

Everything seemed to go well, until a band of renegade Reploids armed themselves and launched a rebellion on the island. They banished all humans and demanded that the government recognize Giga City as an independent Reploid state. This new Rebellion Army and its leader, Epsilon, were all branded Mavericks for this deed.

After the first team of Maverick Hunters was annihilated or otherwise subdued by the Rebellion Army, Colonel Redips sent in a special team composed of X, Zero, and Shadow. If they failed their mission - arrest Epsilon and quell the Reploid insurrection - the Federation would have no choice but to declare all-out war on Giga City and the Rebellion Army.

Chapter 1: Infiltrate Giga City!
X, Zero, and Shadow teleport to the outskirts of Giga City to investigate an energy reading in the Lagrano Ruins. The trio are separated by a mysterious explosion, but they continue towards the top of the structure. X and Zero meet up near the top when they are suddenly attacked by Hippopressor, which they destroy.

Upon making it to the roof, X and Zero find Shadow faced with Epsilon. They begin to arrest Epsilon, but Shadow turns on them, revealing his true allegiance to the Rebellion Army. The Rebellion cadres - Scarface, Botos, and Ferham - also reveal themselves, and the Hunters realize that they've been led into an ambush. Zero attempts to strike Epsilon, but is overpowered and sent flying by the cadres attacks. Now alone, X finds himself with no other choice but to flee, leaping off the roof and into a chasm below. Ferham begins to give chase, but Epsilon stops her, well-aware that X will return.",2004-07-29 00:00:00.000,1,NULL,NULL,NULL,57.7602,9
183315,1748,Mega Man X8,"In late 21XX, the Maverick Wars continue with no end in sight. To escape the carnage, humans have begun migrating to the Moon as part of an initiative known as the ""Jakob Project"", which involves an orbital elevator built in the Galapagos Islands. One night while X is out on patrol, one of the elevators breaks off and comes crashing down to Earth. As X approaches the elevator, the doors open, revealing an entire army of Sigmas. Suddenly, a purple-haired Reploid arrives and introduces himself as Lumine, the director of the Jakob Project. He reveals the ""Sigma army"" isn't what it appears to be; instead, they are new generation Reploids created as part of the project who are immune from viruses and able to use DNA copy data to change their shapes and appearances to assist with space development.",2004-12-07 00:00:00.000,7,NULL,NULL,NULL,73.5200,42
9494,64806,Memories Off: Sorekara,NULL,2004-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106650,5913,Men of Valor,NULL,2004-10-19 00:00:00.000,2,NULL,65.0000,4,59.4601,6
117732,12211,Metal Gear Acid,"In 2016, a jumbo jet carrying Senator Hach, an important politician and likely future presidential candidate, is hijacked by terrorists. In exchange for the senator the terrorists demand from the United States government Pythagoras, a research project being conducted in the Moloni Republic in southern Africa. In efforts to identify these terrorists, the government begins an investigation of Pythagoras. 
 
The Moloni government refuses to cooperate and work with the United States, saying that it doesn't want to interfere in its current affairs. In response, the US sends in a covert special forces team to investigate, but the team is obliterated by armed resistance. With no other options and time running out, the US government calls Solid Snake to infiltrate the laboratory, discover the nature of Pythagoras, and to rescue Senator Hach.",2004-12-16 00:00:00.000,9,NULL,72.5000,3,74.8685,21
192464,379,Metal Gear Solid 3: Snake Eater,"At the height of the Cold War, America's greatest agent known as The Boss defects to the Soviet Union. At the same time, an extremist named Colonel Volgin fires an American-made portable nuclear missile at the Soviet design bureau OKB-754, sparking an international incident. In order for America to clear its name and avoid World War III, a man named John and codenamed Naked Snake is dispatched by the special forces unit FOX to assassinate the woman who taught him everything.",2004-11-17 00:00:00.000,311,NULL,85.5000,4,92.6774,881
159060,43264,Metal Gear Solid 3: Snake Eater - Limited Metal Edition,NULL,2004-12-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180671,1406,Metal Slug Advance,NULL,2004-11-12 00:00:00.000,5,NULL,89.0000,1,70.0403,20
25812,5927,Metal Wolf Chaos,NULL,2004-12-22 00:00:00.000,4,NULL,NULL,NULL,NULL,NULL
187194,1108,Metroid Prime 2: Echoes,NULL,2004-11-15 00:00:00.000,50,NULL,80.0000,2,86.3229,138
160404,119521,Metroid Prime Hunters: First Hunt,NULL,2004-11-21 00:00:00.000,1,NULL,NULL,NULL,74.0000,4
56913,134629,Metroid Redemption,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77928,77244,Miami Vice,NULL,2004-12-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144362,26294,Michigan: Report from Hell,NULL,2004-08-05 00:00:00.000,7,NULL,NULL,NULL,59.7970,7
87911,219096,Mickey Mouse: Mickey's Magical Adventure,NULL,2004-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
179718,4008,Midway Arcade Treasures 2,NULL,2004-10-11 00:00:00.000,NULL,NULL,50.0000,2,71.0000,0
80014,6510,Mighty Beanz Pocket Puzzles,NULL,2004-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172203,49726,Minna no Soft Series: Minna no Shogi,NULL,2004-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40029,23537,MLB SlugFest: Loaded,NULL,2004-07-24 00:00:00.000,NULL,NULL,78.0000,3,NULL,NULL
14769,78380,Mob Enforcer,"In the 1920s and 1930s, Chicago suffered under the yoke of a criminal organization led by the famous criminal Al Capone. Racketeering, pimping, bootlegging, police killings and ruthless reprisals against rivals - the bandits did not disdain anything, just to assert their influence and earn even more money. Do you think that in Mob Enforcer you have to put an end to lawlessness and clean the streets of Chicago from criminal elements? No matter how! In the role of Jimmy ""Machine Gun"" DeMora (Jimmy ""Machine Gun"" DeMora), the player will have to strengthen the position of Al Capone in the city and destroy all of his main competitors.",2004-07-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181855,49325,Mobile Suit Gundam SEED: Battle Assault,NULL,2004-08-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131480,3964,Mobile Suit Gundam: Gundam vs. Zeta Gundam,NULL,2004-12-09 00:00:00.000,1,NULL,65.0000,1,NULL,NULL
93921,49721,Moero!! Jaleco Collection,NULL,2004-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173477,71117,Mogura Reverse,NULL,2004-08-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47511,64404,Momotaro Dentetsu USA,NULL,2004-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153208,166291,Monochrome,"Kirioka Taiki lost his memories the day his parents died. The amnesiac young man may have met his savior when he came across the angel in training. In one month, Taiki met with an array of girls who knows bits of his past, talk to them, ask them on dates, get to know them and get to know yourself.",2004-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181411,49713,Monster Summoner,NULL,2004-08-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30360,92416,Monster Trucks,NULL,2004-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81480,43369,Monster Trux Extreme: Arena Edition,NULL,2004-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111044,49324,Monster! Bass Fishing,NULL,2004-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33551,93346,Moorfrosch,NULL,2004-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
70268,1613,Mortal Kombat: Deception,"As the deadly alliance of Quan Chi and Shang Tsung emerge victorious against Raiden's warriors, a new evil, the Dragon King and former emperor of Outworld Onaga, appears to seek the six artifacts (the Kamidogu) that grant him supreme power over all realms. The main protagonist is Shujinko, a warrior with the power to copy other fighter's abilities who was deceived into ressurecting Onaga prior to the main story. To accomplish this task, Shunjinko traverses all the realms, from his native Earth Realm to the hellish Netherealm, while tutored by the grand masters of Mortal Kombat. However, once Shujinko accomplishes his task, he discovers that he has been a pawn in a plot to restore the evil Dragon King, Onaga, from the dead. With Onaga restored to full strength, the champions of Mortal Kombat must stop him from altering the very fabric of existence.",2004-10-04 00:00:00.000,21,NULL,76.6667,4,71.5225,72
176397,207160,Mortal Kombat: Deception - Premium Pack,NULL,2004-10-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127299,19070,Motherload,"You arrive on mars, penny-less but with the bare minimum digging equipment to try and make a living. Gather resources to buy upgrades, and dig down… but be careful to survive the fuel, heat, and other dangers. The deeper you go the more valuable the resources, but beware the dangers!",2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167059,186345,Motherload: Goldium Edition,NULL,2004-09-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183891,18330,Mr. Driller Drill Spirits,NULL,2004-11-30 00:00:00.000,NULL,NULL,75.0000,3,83.0000,2
99095,219417,Ms. Pac-Man Collection,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155811,176008,Mudcraft,NULL,2004-08-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148424,11051,Mushihimesama,"Huge insect-like creatures called Koju roam the forest outside the village of Hoshifuri. When Reco's people fall to a mysterious sickness, the young princess decides to leave the village and meet the God of the Koju, who may provide a cure. Riding her faithful Golden Beetle friend Kiniro, Reco must traverse the wilds, braving the hostile landscape and the aggressive Koju beasts on her journey through the Shinju Forest.",2004-11-19 00:00:00.000,1,NULL,86.6667,3,85.6592,5
192993,798,Myst IV: Revelation,"In Myst IV: Revelation, the next chapter in the greatest adventure saga of all time, you’ll travel through environments pulsing with life to unearth a treacherous scheme involving two of Myst’s most sinister villains.",2004-10-01 00:00:00.000,12,NULL,88.6667,4,77.0477,33
170665,206782,Namco Vintage,NULL,2004-11-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
165092,12450,Nancy Drew: Curse of Blackmoor Manor,NULL,2004-10-05 00:00:00.000,2,NULL,NULL,NULL,79.9560,7
125760,29928,Nancy Drew: The Secret of Shadow Ranch,NULL,2004-08-30 00:00:00.000,1,NULL,NULL,NULL,62.3331,8
54671,63257,Nanosaur II: Hatchling,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,0
147384,49751,Naruto RPG: Uketsugareshi Hi no Ishi,NULL,2004-08-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
479,75836,Naruto: Gekitō Ninja Taisen! 3,NULL,2004-11-20 00:00:00.000,NULL,NULL,NULL,NULL,55.0000,0
53102,21372,Naruto: Path of the Ninja,NULL,2004-07-22 00:00:00.000,NULL,NULL,56.5000,2,NULL,NULL
149964,4027,NASCAR 2005: Chase for the Cup,NULL,2004-08-31 00:00:00.000,NULL,NULL,80.0000,1,38.0000,2
102596,4033,NBA Live 2005,NULL,2004-09-28 00:00:00.000,NULL,NULL,NULL,NULL,65.0301,8
65354,5957,NCAA Football 2005,NULL,2004-07-15 00:00:00.000,NULL,NULL,81.7500,5,46.0000,1
168653,47372,NCAA March Maddness 2005,NULL,2004-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84122,5960,NCAA March Madness 2005,NULL,2004-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173917,20208,Neo Contra,NULL,2004-11-19 00:00:00.000,1,NULL,78.0000,2,NULL,NULL
23749,79753,Neocron 2: Beyond Dome of York,NULL,2004-09-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65518,75878,Neon Genesis Evangelion: Shinji Ikari Raising Project,NULL,2004-09-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154993,7681,New Star Soccer 2,NULL,2004-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
61301,14828,Nexus: The Jupiter Incident,NULL,2004-11-05 00:00:00.000,2,NULL,73.3333,3,78.4501,5
136575,45215,NFL Game Day 2005,NULL,2004-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141352,209589,NFL GameDay 2005,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37665,4042,NFL Street 2,NULL,2004-12-22 00:00:00.000,2,NULL,77.5000,3,85.5695,13
176216,4043,NHL 2005,NULL,2004-09-14 00:00:00.000,1,NULL,75.0000,2,88.0719,12
84509,219150,Nick Bounty: A Case of the Crabs,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92759,7984,Nicktoons Basketball,NULL,2004-09-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163322,2766,Nicktoons: Freeze Frame Frenzy,NULL,2004-09-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126849,7982,Nicktoons: Movin',NULL,2004-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27351,66500,Nikujin,NULL,2004-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
168116,202394,Notpron,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
96221,90303,O Resgate dos Bichos,NULL,2004-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
184882,5941,ObsCure,NULL,2004-10-01 00:00:00.000,17,NULL,72.2500,4,76.0148,53
39066,49744,Ochaken Kururin: Honwaka Puzzle de Ho~ttoshiyou?,NULL,2004-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133907,212557,One Piece Tetris,"There once was a man named Gold Roger, who was King of the Pirates. He had fame, power, and wealth beyond your wildest dreams! Before they hung him from the gallows, these were the final words he said:

""My fortune is yours for the taking, but you'll have to find it first
I left everything I own in One Piece...""

Ever since, pirates from all over the world set sail for the Grand Line, searching for One Piece; The treasure that would make their dreams come true!",2004-09-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68249,49735,Onmyou Taisenki: Zeroshiki,NULL,2004-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22667,47274,Oolite,NULL,2004-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19867,72916,Operation Shadow,NULL,2004-09-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60696,123372,Oshare Majo: Love and Berry,NULL,2004-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176033,202697,Outdoor Life: Sportman's Challenge,NULL,2004-10-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163491,3437,Outlaw Golf 2,NULL,2004-10-19 00:00:00.000,NULL,NULL,65.0000,1,NULL,NULL
91073,43566,OutRun 2 SP: Special Tours,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47082,58945,Paccie,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94696,43538,Pacif Warriors 2,NULL,2004-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70139,24163,Pacific Fighters,NULL,2004-10-22 00:00:00.000,2,NULL,85.0000,2,NULL,NULL
171517,219390,Pac-Man 25th Anniversary,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89364,84190,Pac-Man World,NULL,2004-11-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80384,81503,Paparazzi,NULL,2004-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188210,3349,Paper Mario: The Thousand-Year Door,NULL,2004-07-22 00:00:00.000,90,NULL,89.5000,2,93.3490,308
100522,43629,Party Girls,NULL,2004-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107479,6270,Pathway to Glory,NULL,2004-12-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
176236,175919,Payload,NULL,2004-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162208,100057,PC Fútbol 2005,NULL,2004-11-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44841,124318,Peasant's Quest,NULL,2004-08-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134731,51302,Phantasy Star Online: Blue Burst,NULL,2004-07-15 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
176288,5981,Phantom Dust,NULL,2004-09-23 00:00:00.000,NULL,NULL,90.0000,2,NULL,NULL
130012,36091,Pilot Brothers 3: Back Side of the Earth,NULL,2004-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
173004,4067,Pinball Hall of Fame: The Gottlieb Collection,NULL,2004-11-16 00:00:00.000,NULL,NULL,70.0000,1,58.0000,0
19183,18274,Ping Pals,NULL,2004-12-07 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,0
174430,11413,planetarian ~the reverie of a little planet~,"""Why don't you come to the planetarium?
The beautiful twinkling of eternity that will never fade, no matter what.
All the stars in the sky are waiting for you.""

It is thirty years after the failure of the Space Colonization Program.
Humanity is nearly extinct. A perpetual and deadly Rain falls on the Earth.
Men known as ""Junkers"" plunder goods and artifacts from the ruins of civilization.
One such Junker sneaks alone into the most dangerous of all ruins -- a ""Sarcophagus City"".
In the center of this dead city, he discovers a pre-War planetarium.
And as he enters he is greeted by Hoshino Yumemi, a companion robot.
Without a single shred of doubt, she assumes he is the first customer she's had in 30 years.
She attempts to show him the stars at once, but the planetarium projector is broken.
Unable to make heads or tails of her conversation, he ends up agreeing to try and repair the projector...",2004-11-29 00:00:00.000,2,NULL,NULL,NULL,70.0333,6
171598,49357,Pocket Dogs,NULL,2004-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172798,6272,Pocket Kingdom: Own the World,NULL,2004-11-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172721,18594,Pokémon Dash,NULL,2004-12-02 00:00:00.000,4,NULL,60.0000,1,33.2594,21
189498,1517,Pokémon Emerald,"Both Team Magma and Team Aqua are featured as the villainous teams, each stirring trouble at different stages in the game. The objective of each team, to awaken Groudon and Kyogre, respectively, is eventually fulfilled.
Rayquaza is prominent plot-wise, awakened in order to stop the destructive battle between Groudon and Kyogre. It is now the one out of the three ancient Pokémon that can be caught prior to the Elite Four challenge, while still at the same place and at the same high level as in Ruby and Sapphire.",2004-09-16 00:00:00.000,117,NULL,60.0000,1,85.5871,410
62360,44071,Polar Bowler,NULL,2004-08-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126872,142030,Polar Golfer,NULL,2004-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56815,6537,Polarium,NULL,2004-12-02 00:00:00.000,NULL,NULL,76.6667,3,71.0000,1
71116,5984,Pool Shark 2,"The best pool players live and die by their tables; earning spare change, the next drink or making a killing preying on tourists, passers-by and would-be challengers. Have you got what it takes to travel the world on the Pool Shark circuit and take the hustle to them? The trucks, the strippers, the bouncers, the gamblers. Is that biker really as bad as she seems? Maybe you shouldn't have put your last hundred down...",2004-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94380,80758,pop'n music 10,NULL,2004-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182880,3131,Postal 2: Apocalypse Weekend,NULL,2004-08-01 00:00:00.000,12,NULL,NULL,NULL,78.9150,23
55899,136206,Power Rangers Time Force and Power Rangers Ninja Storm,NULL,2004-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129674,3289,Power Rangers: Dino Thunder,NULL,2004-09-14 00:00:00.000,1,NULL,NULL,NULL,40.0000,4
86021,9595,Pox Nora,NULL,2004-08-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
66179,49355,Premier Manager 2004-2005,NULL,2004-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103707,213051,Prince of Persia: The Sands of Time,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103655,213052,Prince of Persia: Warrior Within,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
190048,837,Prince of Persia: Warrior Within,"Set seven years after the events of Prince of Persia: The Sands of Time, the Prince finds himself constantly hunted by a terrible beast known as the Dahaka. The Prince seeks counsel from an old wise man who explains that whoever releases The Sands of Time must die. Because the Prince escaped his fate, it is the Dahaka's mission as guardian of the Timeline to ensure that he dies as he was meant to. The old man also tells of the Island of Time, where the Empress of Time first created the Sands. The Prince sets sail for the Island in an attempt to prevent the Sands from ever being created, an act he believes will appease the Dahaka. After a battle at sea with an enemy force led by a mysterious woman in black capsizes the Prince's ship, the Prince washes ashore unconsciously onto the Island of Time.
He later awakens and chases the woman in black through the Empress of Time's fortress into a portal that transports the two into the past. The Prince saves a woman named Kaileena from being killed by the woman in black, whose name is Shahdee. Unable to grant the Prince an audience with the Empress of Time, who is busy preparing to create the Sands, Kaileena instead tells him how to unlock the door to the throne room in which the Empress resides. The Prince makes his way through the fortress, utilizing the sand portals to travel back and forth between the past and present, and narrowly escapes several encounters with the Dahaka, who he discovers cannot pass through water. The Prince activates the mechanisms in the two towers of the fortress - the Garden Tower and the Mechanical Tower - that serve as locks to the door. He returns to the throne room only to discover that Kaileena is actually the Empress of Time herself, who has foreseen in the Timeline that the Prince will kill her and who has decided to attempt to defy her fate, just as the Prince is doing. A battle ensues and the Prince proves victorious; he kills Kaileena and returns to the present. What lies ahead is the most dramatic Twist in the Prince's life, and He starts believing the priest who told him ""You cant change your Fate! No Man Can.."" But Prince is not going to give up that easily.",2004-11-30 00:00:00.000,147,NULL,79.6000,7,83.0244,389
90583,61127,Prince of Tennis: Form the Strongest Team,NULL,2004-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107546,24980,Princess Maker 2 Refine,NULL,2004-09-30 00:00:00.000,1,NULL,55.0000,2,80.0000,4
177662,4644,Pro Evolution Soccer 4,NULL,2004-08-05 00:00:00.000,13,NULL,90.0000,1,76.5483,53
138842,78688,Pro Fishing Challenge,NULL,2004-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48423,92235,Pro Yakyuu Spirits 2004 Climax,NULL,2004-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113044,61496,Psikyo Shooting Collection Vol. 2: Sengoku Ace + Sengoku Blade,NULL,2004-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122204,141070,Psyche Metal: The Bleeding,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34788,43346,Psyvariar 2: Ultimate Final,NULL,2004-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99968,145048,Pure Evil: 2-pack,NULL,2004-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177121,209600,Push Push Penguin,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160648,42774,Puzzle Bobble Pocket,NULL,2004-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
96955,129780,Pyrus: Alletiders Jul,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38496,124380,QP Shooting,NULL,2004-08-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42016,128690,Queer Power,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142757,153548,Quiz Magic Academy 2,NULL,2004-11-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141328,6551,Racing Gears Advance,NULL,2004-12-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15725,63473,Raging Tiger: The Second Korean War,NULL,2004-08-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188756,50778,Ragnarok Battle Offline,NULL,2004-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107867,1849,Rainbow Six 3: Black Arrow,NULL,2004-08-05 00:00:00.000,NULL,NULL,80.0000,4,NULL,NULL
180970,47336,Rapala Pro Fishing,NULL,2004-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181376,1773,Ratchet & Clank: Up Your Arsenal,"The third-installment invades the online universe with new, explosive weapons and unique gadgets that are out of this constellation. Ratchet and Clank return to planet Veldin, (the setting of the original Ratchet & Clank) where they’ve been called upon by the president of the galaxy to stop Dr. Nefarious as he plots to exterminate all organic life. Together with the Q-Force and Captain Qwark, Ratchet and Clank set off on another intergalactic quest to uncover the schemes of the sinister Dr. Nefarious and save the galaxy again!",2004-11-02 00:00:00.000,57,NULL,80.0000,1,80.8422,139
82489,193341,Rayman Collectors Edition,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30996,100173,RC Toy Machines,NULL,2004-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94239,116344,Real Soccer 2004,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111921,43210,Realm of the Dead,NULL,2004-07-22 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
107754,194873,Red,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102625,62420,Reksio i Wehikuł Czasu,NULL,2004-11-14 00:00:00.000,1,1,NULL,NULL,NULL,NULL
61855,93324,Remedy,NULL,2004-11-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148330,6274,Requiem of Hell,NULL,2004-11-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100317,973,Resident Evil Outbreak File #2,"Raccoon City has been infected by the Umbrella corporation's deadly T-Virus, a mutagenic toxin that turns its human victims into flesh eating zombies. The few survivors must try to escape the city before the government deploys its final solution to the problem of Raccoon City...",2004-09-09 00:00:00.000,7,NULL,60.0000,1,71.0424,15
148588,17052,Return to Mysterious Island,NULL,2004-11-19 00:00:00.000,7,NULL,87.0000,1,70.4334,11
56501,22579,RF Online,NULL,2004-12-31 00:00:00.000,NULL,NULL,47.5000,2,NULL,NULL
99569,6004,Richard Burns Rally,NULL,2004-07-09 00:00:00.000,7,NULL,70.0000,1,73.6800,12
61332,79393,Ricochet Lost Worlds: Recharged,NULL,2004-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159890,18787,Ridge Racer,"The core aspect of the entire Ridge Racer series is drift racing, that is traditional lap racing against opponents with the added twist of intentionally oversteering and sliding the car through sharp corners and turns, known as ""drifting"", which earns the player several bonuses during a race.
Game modes are World Tour, Single race, Time Trial, and Wireless Battle, which supports up to 8 player multiplayer over the PSP's ad hoc, Wi-Fi network capability (see PSP Wireless Networking for further information).
The game also features a Full Motion Video opening, that shows series mascot Reiko Nagase.",2004-12-12 00:00:00.000,2,NULL,NULL,NULL,69.2743,9
125929,142890,risTroyka,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178397,79729,RoboCop 2D,NULL,2004-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176037,6015,Robotech: Invasion,NULL,2004-10-05 00:00:00.000,NULL,NULL,83.0000,2,NULL,NULL
22721,70227,RocketBowl,NULL,2004-11-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117482,56698,Rocketman,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
194144,6016,Rocky Legends,NULL,2004-09-28 00:00:00.000,NULL,NULL,70.0000,2,63.2608,6
67093,36366,RollerCoaster Tycoon 2: Triple Thrill Pack,NULL,2004-12-31 00:00:00.000,3,NULL,NULL,NULL,80.0000,4
194440,235,RollerCoaster Tycoon 3,NULL,2004-11-02 00:00:00.000,33,NULL,83.7500,3,73.5913,89
